# SUTO S111 Three-Phase Power Meter — Modbus Register Table
# Source: S111_Modbus-register-table_EN_V2025-2.pdf  Rev.2025-2
#
# Columns (tab-separated):
#   ALIAS           ADDR  RW   SIZE  TYPE      UNIT   DESCRIPTION
#
# RW:   R=read-only  W=direct FC16  WC=write via config instr (FC16 to reg 300+)
# SIZE: count of 16-bit Modbus registers
# ADDR: decimal, no address offset

# ── 1.9.1  Equipment parameters ───────────────────────────────────────────────
DeviceModel         60    R    10    UTF8      -      Device model string
InstrParam053       353   R/W  1     UInt16    -      Instruction parameter 53
InstrParam054       354   R/W  1     UInt16    -      Instruction parameter 54
InstrParam055       355   R/W  1     UInt16    -      Instruction parameter 55
InstrParam056       356   R/W  1     UInt16    -      Instruction parameter 56
InstrParam057       357   R/W  1     UInt16    -      Instruction parameter 57
InstrParam058       358   R/W  1     UInt16    -      Instruction parameter 58
InstrParam059       359   R/W  1     UInt16    -      Instruction parameter 59
InstrParam060       360   R/W  1     UInt16    -      Instruction parameter 60
InstrParam061       361   R/W  1     UInt16    -      Instruction parameter 61
InstrParam062       362   R/W  1     UInt16    -      Instruction parameter 62
InstrParam063       363   R/W  1     UInt16    -      Instruction parameter 63
InstrParam064       364   R/W  1     UInt16    -      Instruction parameter 64
InstrParam065       365   R/W  1     UInt16    -      Instruction parameter 65
InstrParam066       366   R/W  1     UInt16    -      Instruction parameter 66
InstrParam067       367   R/W  1     UInt16    -      Instruction parameter 67
InstrParam068       368   R/W  1     UInt16    -      Instruction parameter 68
InstrParam069       369   R/W  1     UInt16    -      Instruction parameter 69
InstrParam070       370   R/W  1     UInt16    -      Instruction parameter 70
InstrParam071       371   R/W  1     UInt16    -      Instruction parameter 71
InstrParam072       372   R/W  1     UInt16    -      Instruction parameter 72
InstrParam073       373   R/W  1     UInt16    -      Instruction parameter 73
InstrParam074       374   R/W  1     UInt16    -      Instruction parameter 74
InstrParam075       375   R/W  1     UInt16    -      Instruction parameter 75
InstrParam076       376   R/W  1     UInt16    -      Instruction parameter 76
InstrParam077       377   R/W  1     UInt16    -      Instruction parameter 77
InstrParam078       378   R/W  1     UInt16    -      Instruction parameter 78
InstrParam079       379   R/W  1     UInt16    -      Instruction parameter 79
InstrParam080       380   R/W  1     UInt16    -      Instruction parameter 80
InstrParam081       381   R/W  1     UInt16    -      Instruction parameter 81
InstrParam082       382   R/W  1     UInt16    -      Instruction parameter 82
InstrParam083       383   R/W  1     UInt16    -      Instruction parameter 83
InstrParam084       384   R/W  1     UInt16    -      Instruction parameter 84
InstrParam085       385   R/W  1     UInt16    -      Instruction parameter 85
InstrParam086       386   R/W  1     UInt16    -      Instruction parameter 86
InstrParam087       387   R/W  1     UInt16    -      Instruction parameter 87
InstrParam088       388   R/W  1     UInt16    -      Instruction parameter 88
InstrParam089       389   R/W  1     UInt16    -      Instruction parameter 89
InstrParam090       390   R/W  1     UInt16    -      Instruction parameter 90
InstrParam091       391   R/W  1     UInt16    -      Instruction parameter 91
InstrParam092       392   R/W  1     UInt16    -      Instruction parameter 92
InstrParam093       393   R/W  1     UInt16    -      Instruction parameter 93
InstrParam094       394   R/W  1     UInt16    -      Instruction parameter 94
InstrParam095       395   R/W  1     UInt16    -      Instruction parameter 95
InstrParam096       396   R/W  1     UInt16    -      Instruction parameter 96
InstrParam097       397   R/W  1     UInt16    -      Instruction parameter 97
InstrParam098       398   R/W  1     UInt16    -      Instruction parameter 98
InstrParam099       399   R/W  1     UInt16    -      Instruction parameter 99
InstrParam100       400   R/W  1     UInt16    -      Instruction parameter 100
InstrParam101       401   R/W  1     UInt16    -      Instruction parameter 101
InstrParam102       402   R/W  1     UInt16    -      Instruction parameter 102
InstrParam103       403   R/W  1     UInt16    -      Instruction parameter 103
InstrParam104       404   R/W  1     UInt16    -      Instruction parameter 104
InstrParam105       405   R/W  1     UInt16    -      Instruction parameter 105
InstrParam106       406   R/W  1     UInt16    -      Instruction parameter 106
InstrParam107       407   R/W  1     UInt16    -      Instruction parameter 107
InstrParam108       408   R/W  1     UInt16    -      Instruction parameter 108
InstrParam109       409   R/W  1     UInt16    -      Instruction parameter 109
InstrParam110       410   R/W  1     UInt16    -      Instruction parameter 110
InstrParam111       411   R/W  1     UInt16    -      Instruction parameter 111
InstrParam112       412   R/W  1     UInt16    -      Instruction parameter 112
InstrParam113       413   R/W  1     UInt16    -      Instruction parameter 113
InstrParam114       414   R/W  1     UInt16    -      Instruction parameter 114
InstrParam115       415   R/W  1     UInt16    -      Instruction parameter 115
InstrParam116       416   R/W  1     UInt16    -      Instruction parameter 116
InstrParam117       417   R/W  1     UInt16    -      Instruction parameter 117
InstrParam118       418   R/W  1     UInt16    -      Instruction parameter 118
InstrParam119       419   R/W  1     UInt16    -      Instruction parameter 119
InstrParam120       420   R/W  1     UInt16    -      Instruction parameter 120
InstrParam121       421   R/W  1     UInt16    -      Instruction parameter 121
InstrParam122       422   R/W  1     UInt16    -      Instruction parameter 122
InstrParam123       423   R/W  1     UInt16    -      Instruction parameter 123
CfgInstrCode        424   R    1     UInt16    -      Last executed instruction code (readback)
CfgResult           425   R    1     UInt16    -      0=ok 80=invalid code 81=invalid param 82=wrong param count 83=not executed

# ── 1.9.5  Power system ───────────────────────────────────────────────────────
WiringMode          500   R/WC 1     UInt16    -      0=3P4W_4CT 1=3P4W_3CT 2=3P3W_3CT 3=3P3W_2CT 4=1P3W 5=1P2W
GridFrequency       501   R/WC 1     UInt16    Hz     Grid frequency 50 or 60
NominalVoltage      502   R/WC 1     UInt16    V      Nominal voltage (VT ratio not included)
VTRatio             503   R/WC 2     UInt32    -      VT ratio; actual = read/10000
CTRatio             505   R/WC 2     UInt32    -      CT ratio; actual = read/10000
PhABC_CTAccessType  510   R/WC 1     UInt16    -      Phase ABC CT type: 0=Rogowski 1=VCT
PhABC_RogoCoilPri   511   R/WC 2     UInt32    A      Phase ABC Rogowski coil primary
PhABC_RogoCoilSec   513   R/WC 2     UInt32    mV     Phase ABC Rogowski coil secondary (actual=read/100)
PhABC_RogoCoilNom   515   R/WC 2     UInt32    A      Phase ABC Rogowski coil nominal current
PhABC_VCTPri        517   R/WC 2     UInt32    A      Phase ABC VCT primary
PhABC_VCTSec        519   R/WC 2     UInt32    mV     Phase ABC VCT secondary (actual=read/100)
PhABC_VCTNom        521   R/WC 2     UInt32    A      Phase ABC VCT nominal current
PhN_CTAccessType    530   R/WC 1     UInt16    -      Phase N CT type: 0=Rogowski 1=VCT
PhN_RogoCoilPri     531   R/WC 2     UInt32    A      Phase N Rogowski coil primary
PhN_RogoCoilSec     533   R/WC 2     UInt32    mV     Phase N Rogowski coil secondary (actual=read/100)
PhN_RogoCoilNom     535   R/WC 2     UInt32    A      Phase N Rogowski coil nominal current
PhN_VCTPri          537   R/WC 2     UInt32    A      Phase N VCT primary
PhN_VCTSec          539   R/WC 2     UInt32    mV     Phase N VCT secondary (actual=read/100)
PhN_VCTNom          541   R/WC 2     UInt32    A      Phase N VCT nominal current

# ── 1.9.6  Current direction setting ─────────────────────────────────────────
IDirA               550   R/WC 1     UInt16    -      Phase A current direction: 0=Forward 1=Reverse
IDirB               551   R/WC 1     UInt16    -      Phase B current direction: 0=Forward 1=Reverse
IDirC               552   R/WC 1     UInt16    -      Phase C current direction: 0=Forward 1=Reverse

# ── 1.9.7  Current channel selection ─────────────────────────────────────────
IChA                553   R/WC 1     UInt16    -      Phase A current channel: 0=Ch1(def) 1=Ch2 2=Ch3
IChB                554   R/WC 1     UInt16    -      Phase B current channel: 0=Ch1 1=Ch2(def) 2=Ch3
IChC                555   R/WC 1     UInt16    -      Phase C current channel: 0=Ch1 1=Ch2 2=Ch3(def)

# ── 1.9.8  Zero drift suppression ────────────────────────────────────────────
VZeroDrift          600   R/WC 1     UInt16    %      Voltage zero drift suppression (actual=read/100)
IZeroDrift          601   R/WC 1     UInt16    %      Current zero drift suppression (actual=read/100)

# ── 1.9.9  Tariff parameters ──────────────────────────────────────────────────
CurrentTariff       800   R    1     UInt16    -      Current tariff: 0-5 = Tariff 1-6
TariffSwitchMode    801   R/WC 1     UInt16    -      Tariff switch mode: 0=Manual 1=RTC
ManualTariffSel     802   R/WC 1     UInt16    -      Manual tariff selection: 0-5 = Tariff 1-6
RTCTaStart          803   R/WC 3     Time      -      RTC period Ta start time (Hour|Min|Sec)
RTCTbStart          806   R/WC 3     Time      -      RTC period Tb start time
RTCTcStart          809   R/WC 3     Time      -      RTC period Tc start time
RTCTdStart          812   R/WC 3     Time      -      RTC period Td start time
RTCTeStart          815   R/WC 3     Time      -      RTC period Te start time
RTCTfStart          818   R/WC 3     Time      -      RTC period Tf start time
RTCTaTariff         821   R/WC 1     UInt16    -      Ta tariff select: 0-5 = Tariff 1-6
RTCTbTariff         822   R/WC 1     UInt16    -      Tb tariff select: 0-5 = Tariff 1-6
RTCTcTariff         823   R/WC 1     UInt16    -      Tc tariff select: 0-5 = Tariff 1-6
RTCTdTariff         824   R/WC 1     UInt16    -      Td tariff select: 0-5 = Tariff 1-6
RTCTeTariff         825   R/WC 1     UInt16    -      Te tariff select: 0-5 = Tariff 1-6
RTCTfTariff         826   R/WC 1     UInt16    -      Tf tariff select: 0-5 = Tariff 1-6

# ── 1.9.10  Voltage, current, power, power factor ─────────────────────────────
# Current
IA                  1000  R    2     Float32   A      Phase A current
IB                  1002  R    2     Float32   A      Phase B current
IC                  1004  R    2     Float32   A      Phase C current
IAvg                1006  R    2     Float32   A      Average ABC three-phase current
IN                  1008  R    2     Float32   A      Phase N current
# Phase voltage
UA                  1010  R    2     Float32   V      UA-UN phase voltage
UB                  1012  R    2     Float32   V      UB-UN phase voltage
UC                  1014  R    2     Float32   V      UC-UN phase voltage
UAvg                1016  R    2     Float32   V      Average ABC phase voltage
U0                  1018  R    2     Float32   V      Zero sequence voltage
# Line voltage
UAB                 1020  R    2     Float32   V      UA-UB line voltage
UBC                 1022  R    2     Float32   V      UB-UC line voltage
UCA                 1024  R    2     Float32   V      UC-UA line voltage
ULAvg               1026  R    2     Float32   V      Average three-phase line voltage
# Active power
PA                  1028  R    2     Float32   kW     Phase A active power
PB                  1030  R    2     Float32   kW     Phase B active power
PC                  1032  R    2     Float32   kW     Phase C active power
PTotal              1034  R    2     Float32   kW     Total active power
# Reactive power
QA                  1036  R    2     Float32   kVAR   Phase A reactive power
QB                  1038  R    2     Float32   kVAR   Phase B reactive power
QC                  1040  R    2     Float32   kVAR   Phase C reactive power
QTotal              1042  R    2     Float32   kVAR   Total reactive power
# Apparent power
SA                  1044  R    2     Float32   kVA    Phase A apparent power
SB                  1046  R    2     Float32   kVA    Phase B apparent power
SC                  1048  R    2     Float32   kVA    Phase C apparent power
STotal              1050  R    2     Float32   kVA    Total apparent power
# Power factor
PFA                 1052  R    2     Float32   -      Phase A power factor
PFB                 1054  R    2     Float32   -      Phase B power factor
PFC                 1056  R    2     Float32   -      Phase C power factor
PFTotal             1058  R    2     Float32   -      Total power factor
# Fundamental harmonic power factor
DPFA                1060  R    2     Float32   -      Phase A fundamental harmonic power factor
DPFB                1062  R    2     Float32   -      Phase B fundamental harmonic power factor
DPFC                1064  R    2     Float32   -      Phase C fundamental harmonic power factor
DPFTotal            1066  R    2     Float32   -      Total fundamental harmonic power factor
# Frequency
FreqA               1068  R    2     Float32   Hz     Phase A frequency
FreqB               1070  R    2     Float32   Hz     Phase B frequency
FreqC               1072  R    2     Float32   Hz     Phase C frequency
FreqTotal           1074  R    2     Float32   Hz     Total frequency

# ── 1.9.11  Energy (Int64, unit=Wh/VARh/VAh) ──────────────────────────────────
EPAImp              2500  R    4     Int64     Wh     Phase A positive active energy
EPBImp              2504  R    4     Int64     Wh     Phase B positive active energy
EPCImp              2508  R    4     Int64     Wh     Phase C positive active energy
EPImp               2512  R    4     Int64     Wh     Total positive active energy
EPAExp              2516  R    4     Int64     Wh     Phase A reverse active energy
EPBExp              2520  R    4     Int64     Wh     Phase B reverse active energy
EPCExp              2524  R    4     Int64     Wh     Phase C reverse active energy
EPExp               2528  R    4     Int64     Wh     Total reverse active energy
EQAImp              2532  R    4     Int64     VARh   Phase A positive reactive energy
EQBImp              2536  R    4     Int64     VARh   Phase B positive reactive energy
EQCImp              2540  R    4     Int64     VARh   Phase C positive reactive energy
EQImp               2544  R    4     Int64     VARh   Total positive reactive energy
EQAExp              2548  R    4     Int64     VARh   Phase A reverse reactive energy
EQBExp              2552  R    4     Int64     VARh   Phase B reverse reactive energy
EQCExp              2556  R    4     Int64     VARh   Phase C reverse reactive energy
EQExp               2560  R    4     Int64     VARh   Total reverse reactive energy
ESA                 2564  R    4     Int64     VAh    Phase A apparent energy
ESB                 2568  R    4     Int64     VAh    Phase B apparent energy
ESC                 2572  R    4     Int64     VAh    Phase C apparent energy
ES                  2576  R    4     Int64     VAh    Total apparent energy

# ── 1.9.11  Energy (UInt32, unit=kWh/kVARh/kVAh) ─────────────────────────────
EPAImp_u32          2600  R    2     UInt32    kWh    Phase A positive active energy
EPBImp_u32          2602  R    2     UInt32    kWh    Phase B positive active energy
EPCImp_u32          2604  R    2     UInt32    kWh    Phase C positive active energy
EPImp_u32           2606  R    2     UInt32    kWh    Total positive active energy
EPAExp_u32          2608  R    2     UInt32    kWh    Phase A reverse active energy
EPBExp_u32          2610  R    2     UInt32    kWh    Phase B reverse active energy
EPCExp_u32          2612  R    2     UInt32    kWh    Phase C reverse active energy
EPExp_u32           2614  R    2     UInt32    kWh    Total reverse active energy
EQAImp_u32          2616  R    2     UInt32    kVARh  Phase A positive reactive energy
EQBImp_u32          2618  R    2     UInt32    kVARh  Phase B positive reactive energy
EQCImp_u32          2620  R    2     UInt32    kVARh  Phase C positive reactive energy
EQImp_u32           2622  R    2     UInt32    kVARh  Total positive reactive energy
EQAExp_u32          2624  R    2     UInt32    kVARh  Phase A reverse reactive energy
EQBExp_u32          2626  R    2     UInt32    kVARh  Phase B reverse reactive energy
EQCExp_u32          2628  R    2     UInt32    kVARh  Phase C reverse reactive energy
EQExp_u32           2630  R    2     UInt32    kVARh  Total reverse reactive energy
ESA_u32             2632  R    2     UInt32    kVAh   Phase A apparent energy
ESB_u32             2634  R    2     UInt32    kVAh   Phase B apparent energy
ESC_u32             2636  R    2     UInt32    kVAh   Phase C apparent energy
ES_u32              2638  R    2     UInt32    kVAh   Total apparent energy

# ── 1.9.12  Tariff Energy (Int64, Wh) ─────────────────────────────────────────
ET1                 2700  R    4     Int64     Wh     Tariff 1 active energy
ET2                 2704  R    4     Int64     Wh     Tariff 2 active energy
ET3                 2708  R    4     Int64     Wh     Tariff 3 active energy
ET4                 2712  R    4     Int64     Wh     Tariff 4 active energy
ET5                 2716  R    4     Int64     Wh     Tariff 5 active energy
ET6                 2720  R    4     Int64     Wh     Tariff 6 active energy

# ── 1.9.12  Tariff Energy (UInt32, kWh) ───────────────────────────────────────
ET1_u32             2750  R    2     UInt32    kWh    Tariff 1 active energy
ET2_u32             2752  R    2     UInt32    kWh    Tariff 2 active energy
ET3_u32             2754  R    2     UInt32    kWh    Tariff 3 active energy
ET4_u32             2756  R    2     UInt32    kWh    Tariff 4 active energy
ET5_u32             2758  R    2     UInt32    kWh    Tariff 5 active energy
ET6_u32             2760  R    2     UInt32    kWh    Tariff 6 active energy

# ── 1.9.13  Demand parameters ─────────────────────────────────────────────────
DMDMethod           3000  R/WC 1     UInt16    -      Demand calculation: 0=sliding 1=fixed
DMDBlock            3001  R/WC 1     UInt16    min    Demand interval
PDMDResetTime       3002  R    4     DateTime  -      Peak demand reset date/time
PADemand            3020  R    2     Float32   kW     Current active power demand phase A
PAPeakDemand        3022  R    2     Float32   kW     Peak active power demand phase A
PAPeakDemandDate    3024  R    4     DateTime  -      Peak active power demand time phase A
PBDemand            3028  R    2     Float32   kW     Current active power demand phase B
PBPeakDemand        3030  R    2     Float32   kW     Peak active power demand phase B
PBPeakDemandDate    3032  R    4     DateTime  -      Peak active power demand time phase B
PCDemand            3036  R    2     Float32   kW     Current active power demand phase C
PCPeakDemand        3038  R    2     Float32   kW     Peak active power demand phase C
PCPeakDemandDate    3040  R    4     DateTime  -      Peak active power demand time phase C
PSUMDemand          3044  R    2     Float32   kW     Current total active power demand
PSUMPeakDemand      3046  R    2     Float32   kW     Peak total active power demand
PSUMPeakDemandDate  3048  R    4     DateTime  -      Peak total active power demand time
QADemand            3052  R    2     Float32   kVar   Current reactive power demand phase A
QAPeakDemand        3054  R    2     Float32   kVar   Peak reactive power demand phase A
QAPeakDemandDate    3056  R    4     DateTime  -      Peak reactive power demand time phase A
QBDemand            3060  R    2     Float32   kVar   Current reactive power demand phase B
QBPeakDemand        3062  R    2     Float32   kVar   Peak reactive power demand phase B
QBPeakDemandDate    3064  R    4     DateTime  -      Peak reactive power demand time phase B
QCDemand            3068  R    2     Float32   kVar   Current reactive power demand phase C
QCPeakDemand        3070  R    2     Float32   kVar   Peak reactive power demand phase C
QCPeakDemandDate    3072  R    4     DateTime  -      Peak reactive power demand time phase C
QSUMDemand          3076  R    2     Float32   kVar   Current total reactive power demand
QSUMPeakDemand      3078  R    2     Float32   kVar   Peak total reactive power demand
QSUMPeakDemandDate  3080  R    4     DateTime  -      Peak total reactive power demand time
SADemand            3084  R    2     Float32   kVA    Current apparent power demand phase A
SAPeakDemand        3086  R    2     Float32   kVA    Peak apparent power demand phase A
SAPeakDemandDate    3088  R    4     DateTime  -      Peak apparent power demand time phase A
SBDemand            3092  R    2     Float32   kVA    Current apparent power demand phase B
SBPeakDemand        3094  R    2     Float32   kVA    Peak apparent power demand phase B
SBPeakDemandDate    3096  R    4     DateTime  -      Peak apparent power demand time phase B
SCDemand            3100  R    2     Float32   kVA    Current apparent power demand phase C
SCPeakDemand        3102  R    2     Float32   kVA    Peak apparent power demand phase C
SCPeakDemandDate    3104  R    4     DateTime  -      Peak apparent power demand time phase C
SSUMDemand          3108  R    2     Float32   kVA    Current total apparent power demand
SSUMPeakDemand      3110  R    2     Float32   kVA    Peak total apparent power demand
SSUMPeakDemandDate  3112  R    4     DateTime  -      Peak total apparent power demand time

# ── 1.9.14  Current harmonic percentage (1st–50th, stride 6 per harmonic) ─────
IATHD               4000  R    2     Float32   %      Phase A current total harmonic distortion
IBTHD               4002  R    2     Float32   %      Phase B current total harmonic distortion
ICTHD               4004  R    2     Float32   %      Phase C current total harmonic distortion
IATOHD              4006  R    2     Float32   %      Phase A current odd total harmonic distortion
IBTOHD              4008  R    2     Float32   %      Phase B current odd total harmonic distortion
ICTOHD              4010  R    2     Float32   %      Phase C current odd total harmonic distortion
IATEHD              4012  R    2     Float32   %      Phase A current even total harmonic distortion
IBTEHD              4014  R    2     Float32   %      Phase B current even total harmonic distortion
ICTEHD              4016  R    2     Float32   %      Phase C current even total harmonic distortion
IAHD1               4018  R    2     Float32   %      Phase A current 1st harmonic percentage
IBHD1               4020  R    2     Float32   %      Phase B current 1st harmonic percentage
ICHD1               4022  R    2     Float32   %      Phase C current 1st harmonic percentage
IAHD2               4024  R    2     Float32   %      Phase A current 2nd harmonic percentage
IBHD2               4026  R    2     Float32   %      Phase B current 2nd harmonic percentage
ICHD2               4028  R    2     Float32   %      Phase C current 2nd harmonic percentage
IAHD3               4030  R    2     Float32   %      Phase A current 3rd harmonic percentage
IBHD3               4032  R    2     Float32   %      Phase B current 3rd harmonic percentage
ICHD3               4034  R    2     Float32   %      Phase C current 3rd harmonic percentage
IAHD4               4036  R    2     Float32   %      Phase A current 4th harmonic percentage
IBHD4               4038  R    2     Float32   %      Phase B current 4th harmonic percentage
ICHD4               4040  R    2     Float32   %      Phase C current 4th harmonic percentage
IAHD5               4042  R    2     Float32   %      Phase A current 5th harmonic percentage
IBHD5               4044  R    2     Float32   %      Phase B current 5th harmonic percentage
ICHD5               4046  R    2     Float32   %      Phase C current 5th harmonic percentage
IAHD6               4048  R    2     Float32   %      Phase A current 6th harmonic percentage
IBHD6               4050  R    2     Float32   %      Phase B current 6th harmonic percentage
ICHD6               4052  R    2     Float32   %      Phase C current 6th harmonic percentage
IAHD7               4054  R    2     Float32   %      Phase A current 7th harmonic percentage
IBHD7               4056  R    2     Float32   %      Phase B current 7th harmonic percentage
ICHD7               4058  R    2     Float32   %      Phase C current 7th harmonic percentage
IAHD8               4060  R    2     Float32   %      Phase A current 8th harmonic percentage
IBHD8               4062  R    2     Float32   %      Phase B current 8th harmonic percentage
ICHD8               4064  R    2     Float32   %      Phase C current 8th harmonic percentage
IAHD9               4066  R    2     Float32   %      Phase A current 9th harmonic percentage
IBHD9               4068  R    2     Float32   %      Phase B current 9th harmonic percentage
ICHD9               4070  R    2     Float32   %      Phase C current 9th harmonic percentage
IAHD10              4072  R    2     Float32   %      Phase A current 10th harmonic percentage
IBHD10              4074  R    2     Float32   %      Phase B current 10th harmonic percentage
ICHD10              4076  R    2     Float32   %      Phase C current 10th harmonic percentage
IAHD11              4078  R    2     Float32   %      Phase A current 11th harmonic percentage
IBHD11              4080  R    2     Float32   %      Phase B current 11th harmonic percentage
ICHD11              4082  R    2     Float32   %      Phase C current 11th harmonic percentage
IAHD12              4084  R    2     Float32   %      Phase A current 12th harmonic percentage
IBHD12              4086  R    2     Float32   %      Phase B current 12th harmonic percentage
ICHD12              4088  R    2     Float32   %      Phase C current 12th harmonic percentage
IAHD13              4090  R    2     Float32   %      Phase A current 13th harmonic percentage
IBHD13              4092  R    2     Float32   %      Phase B current 13th harmonic percentage
ICHD13              4094  R    2     Float32   %      Phase C current 13th harmonic percentage
IAHD14              4096  R    2     Float32   %      Phase A current 14th harmonic percentage
IBHD14              4098  R    2     Float32   %      Phase B current 14th harmonic percentage
ICHD14              4100  R    2     Float32   %      Phase C current 14th harmonic percentage
IAHD15              4102  R    2     Float32   %      Phase A current 15th harmonic percentage
IBHD15              4104  R    2     Float32   %      Phase B current 15th harmonic percentage
ICHD15              4106  R    2     Float32   %      Phase C current 15th harmonic percentage
IAHD16              4108  R    2     Float32   %      Phase A current 16th harmonic percentage
IBHD16              4110  R    2     Float32   %      Phase B current 16th harmonic percentage
ICHD16              4112  R    2     Float32   %      Phase C current 16th harmonic percentage
IAHD17              4114  R    2     Float32   %      Phase A current 17th harmonic percentage
IBHD17              4116  R    2     Float32   %      Phase B current 17th harmonic percentage
ICHD17              4118  R    2     Float32   %      Phase C current 17th harmonic percentage
IAHD18              4120  R    2     Float32   %      Phase A current 18th harmonic percentage
IBHD18              4122  R    2     Float32   %      Phase B current 18th harmonic percentage
ICHD18              4124  R    2     Float32   %      Phase C current 18th harmonic percentage
IAHD19              4126  R    2     Float32   %      Phase A current 19th harmonic percentage
IBHD19              4128  R    2     Float32   %      Phase B current 19th harmonic percentage
ICHD19              4130  R    2     Float32   %      Phase C current 19th harmonic percentage
IAHD20              4132  R    2     Float32   %      Phase A current 20th harmonic percentage
IBHD20              4134  R    2     Float32   %      Phase B current 20th harmonic percentage
ICHD20              4136  R    2     Float32   %      Phase C current 20th harmonic percentage
IAHD21              4138  R    2     Float32   %      Phase A current 21st harmonic percentage
